seqnames	start	end	strand	RPKM	gene	tx_name
chr16	52198012	52227956	-	0	ENSG00000260975.1	ENST00000569998.1
chr1	184999710	185008789	+	0	ENSG00000260976.2	ENST00000566476.2
chr5	8785042	8785468	-	0	ENSG00000260981.1	ENST00000569381.1
chr16	76228379	76262365	-	0.00389761082130524	ENSG00000260983.2	ENST00000568714.2
chr16	35232412	35235984	-	0	ENSG00000260984.1	ENST00000564496.1
chr15	21127698	21130095	-	0	ENSG00000260986.1	ENST00000568414.1
chr1	175307218	175335459	+	0	ENSG00000260990.1	ENST00000569593.1
chr16	1280161	1280544	-	0	ENSG00000260991.2	ENST00000561757.2
chr13	99087819	99088625	+	0.101386036834234	ENSG00000260992.1	ENST00000562781.1
chr16	35547917	35548829	+	0	ENSG00000260994.1	ENST00000562369.1
chr9	79135422	79145674	-	0	ENSG00000260995.3	ENST00000566873.1
chr9	137293868	137295721	-	0.0315220109898394	ENSG00000260996.1	ENST00000566954.1
chr7	44958999	44960909	-	0	ENSG00000260997.1	ENST00000568457.1
chr1	206503948	206504456	+	0.520503335888806	ENSG00000261000.1	ENST00000562504.1
chr6	170414139	170419325	+	0.0458190387620963	ENSG00000261003.1	ENST00000564198.1
chr16	5365797	5366688	+	0.22712810429809	ENSG00000261007.2	ENST00000564888.2
chr16	33370473	33372915	-	0	ENSG00000261009.1	ENST00000570288.1
chr16	35255192	35255633	-	0	ENSG00000261010.1	ENST00000567333.1
chr2	20999313	21000917	-	0	ENSG00000261012.2	ENST00000567376.2
chr16	63730237	63755884	+	0	ENSG00000261014.2	ENST00000563061.2
chr16	48059671	48059995	-	0.287713518154645	ENSG00000261017.1	ENST00000563813.1
chr9	133611798	133633099	-	0.000365798568992973	ENSG00000261018.1	ENST00000564021.1
chr7	42901272	42902639	-	0.131009901815666	ENSG00000261019.1	ENST00000569883.1
chr17	22420022	22424731	+	0	ENSG00000261020.1	ENST00000562182.1
chr1	185323846	185335007	-	0	ENSG00000261024.7	ENST00000563533.5
chr1	24968423	24970865	-	0.00318961977760471	ENSG00000261025.1	ENST00000568143.1
chr8	22679013	22684009	-	0.00467815156094955	ENSG00000261026.1	ENST00000566457.1
chr16	82170296	82175803	+	0.0275869102715	ENSG00000261029.1	ENST00000563841.1
chrX	13093660	13094573	+	0	ENSG00000261030.1	ENST00000568788.1
chr20	60812004	60814211	-	0	ENSG00000261035.1	ENST00000569070.1
chr5	120345919	120410969	-	0	ENSG00000261036.2	ENST00000661834.1
chr5	6019029	6022283	-	0	ENSG00000261037.1	ENST00000564741.1
chr6	92387841	92388827	-	0	ENSG00000261038.1	ENST00000564251.1
chr6	169175277	169182841	-	0	ENSG00000261039.3	ENST00000564830.3
chr15	28545912	28549777	+	0	ENSG00000261041.1	ENST00000567691.1
chr8	142620373	142621064	+	0.00563023202072855	ENSG00000261044.1	ENST00000563435.1
chr16	27158451	27176587	-	0.000859264610099609	ENSG00000261045.2	ENST00000564381.2
chr16	35552909	35554001	+	0	ENSG00000261046.1	ENST00000563532.1
chr16	51244054	51244123	+	0	ENSG00000261047.1	ENST00000570155.1
chr15	20890206	20890606	-	0	ENSG00000261048.1	ENST00000568241.1
chr3	146059585	146061679	-	0.277098789113737	ENSG00000261051.1	ENST00000567714.1
chr16	30199255	30204310	+	0.026970771270183	ENSG00000261052.6	ENST00000338971.10
chr16	35085896	35086119	+	0	ENSG00000261053.1	ENST00000569273.1
chr1	109895973	109897861	+	0.012375184409775	ENSG00000261055.1	ENST00000565955.1
chr13	102589372	102589813	-	0.0176295047888876	ENSG00000261057.1	ENST00000569288.1
chr16	75119558	75144200	+	0.0306718901237173	ENSG00000261058.1	ENST00000563098.1
chr1	179590372	179591305	+	0.066742964596902	ENSG00000261060.1	ENST00000567150.1
chr1	204131062	204131966	+	0.529527987487659	ENSG00000261065.1	ENST00000565388.1
chr16	8526549	8532013	-	0	ENSG00000261066.1	ENST00000562516.1
chr11	69147228	69171564	-	0.00288162756503245	ENSG00000261070.1	ENST00000562772.1
chr16	9446010	9455505	-	0	ENSG00000261075.1	ENST00000570118.1
chr10	58325614	58327030	-	0	ENSG00000261076.1	ENST00000562575.1
chr15	86139838	86140240	-	0	ENSG00000261077.1	ENST00000567945.1
chr16	79798050	79827150	-	0.000267765407260517	ENSG00000261082.1	ENST00000567966.1
chr4	124499940	124558445	-	0.0182466248416624	ENSG00000261083.3	ENST00000651887.1
chr16	35912120	35912516	+	0	ENSG00000261084.1	ENST00000561752.1
chr8	101166805	101169629	-	0.144811560575623	ENSG00000261087.1	ENST00000565617.1
chr16	23020300	23024372	+	0	ENSG00000261090.2	ENST00000660531.1
chr16	50390916	50395133	-	0.00554213450689069	ENSG00000261092.1	ENST00000566876.1
chr13	46296445	46297844	-	0.00556588651192022	ENSG00000261097.1	ENST00000566370.1
chr2	9106593	9109865	+	0.00833267458246535	ENSG00000261104.1	ENST00000565044.1
chr16	32739627	32740166	-	0	ENSG00000261108.2	ENST00000570107.2
chr16	32635673	32636045	-	0	ENSG00000261111.1	ENST00000564327.1
chr7	141074064	141480380	+	0.00113148656316278	ENSG00000261115.6	ENST00000565468.6
chr2	12715415	12716227	+	0.0143768286285762	ENSG00000261117.1	ENST00000569860.1
chr4	24659856	24671568	+	0.000665264331656135	ENSG00000261121.2	ENST00000569621.1
chr16	35746552	35756515	+	0	ENSG00000261122.6	ENST00000566900.5
chr16	32289547	32310555	-	0	ENSG00000261127.2	ENST00000568567.1
chr1	16514645	16515754	+	0.231661222388031	ENSG00000261135.1	ENST00000562878.1
chr16	70202354	70202459	+	0	ENSG00000261145.1	ENST00000569264.1
chr3	137791973	137796678	+	0	ENSG00000261146.1	ENST00000566529.1
chr8	143857324	143878467	-	0.129170474432428	ENSG00000261150.3	ENST00000615648.2
chr16	58092053	58092947	-	0.100123768538453	ENSG00000261151.1	ENST00000570133.1
chr16	33808778	33810767	+	0	ENSG00000261153.2	ENST00000566387.2
chr16	77590806	77610681	+	0	ENSG00000261154.1	ENST00000563289.1
chr16	12759282	12761162	+	0	ENSG00000261158.1	ENST00000569407.1
chr4	136097797	136099240	-	0	ENSG00000261166.1	ENST00000569694.1
chr1	151130075	151131610	-	0.0659499573678047	ENSG00000261168.1	ENST00000563624.1
chr16	74422120	74441937	+	0.000393190085613498	ENSG00000261170.2	ENST00000669286.1
chr16	90110574	90168225	-	0	ENSG00000261172.1	ENST00000565965.1
chr16	46973989	46978983	+	0.237901255314308	ENSG00000261173.1	ENST00000562536.1
chr16	86722091	86742083	+	0	ENSG00000261175.6	ENST00000569740.6
chr16	86081409	86089526	-	0	ENSG00000261177.1	ENST00000563931.1
chr16	60925733	60928541	-	0	ENSG00000261178.2	ENST00000563784.2
chr16	16394912	16398594	-	0	ENSG00000261181.1	ENST00000564015.1
chr1	188218400	188220676	+	0.00684430488949346	ENSG00000261182.1	ENST00000569873.1
chr7	36095314	36100164	+	0	ENSG00000261184.3	ENST00000647646.1
chr2	242087351	242088457	-	0.105585922990356	ENSG00000261186.2	ENST00000567549.2
chr6	7540451	7541338	-	0.263251389077308	ENSG00000261189.1	ENST00000561592.1
chr16	52005492	52007407	-	0	ENSG00000261190.5	ENST00000564986.1
chr17	57045478	57046797	+	0.0354192778031287	ENSG00000261192.1	ENST00000567452.1
chr18	75696044	75712851	-	0	ENSG00000261194.2	ENST00000662762.1
chr1	46994382	46994502	-	0	ENSG00000261196.1	ENST00000568156.1
chr16	34051140	34051363	+	0	ENSG00000261197.2	ENST00000566112.2
chr16	7614230	7614992	-	0	ENSG00000261198.1	ENST00000565247.1
chr16	63180610	63181071	-	0.0084331613816973	ENSG00000261199.1	ENST00000566646.1
chr16	33541842	33545812	-	0	ENSG00000261200.1	ENST00000568752.1
chr16	30218220	30221930	+	0	ENSG00000261203.1	ENST00000563429.1
chr15	75251743	75252934	-	0.0522969202462303	ENSG00000261205.2	ENST00000567275.2
chr13	75932395	75935132	-	0	ENSG00000261206.1	ENST00000565815.1
chr14	52286797	52289268	+	0.286850300007539	ENSG00000261208.1	ENST00000565135.1
chr2	108317725	108318611	+	0	ENSG00000261209.1	ENST00000562517.1
chr16	19285731	19310947	+	0.00339908205907013	ENSG00000261210.8	ENST00000636231.2
chr6	6680309	6683633	-	0.0878824186092666	ENSG00000261211.1	ENST00000563225.1
chr1	75122518	75123927	-	0	ENSG00000261213.1	ENST00000565735.1
chr16	33988406	33991551	-	0	ENSG00000261217.2	ENST00000565437.2
chr16	81739626	81767868	+	0.00427644858225644	ENSG00000261218.5	ENST00000569731.2
chr19	55605647	55617269	+	0.876903672083654	ENSG00000261221.4	ENST00000568956.2
chr17	74603737	74607229	+	0	ENSG00000261222.3	ENST00000569279.1
chr16	88936779	88939651	-	0.287496539634167	ENSG00000261226.1	ENST00000564646.1
chr16	47858579	47908431	+	0.00140673921429392	ENSG00000261231.6	ENST00000569726.1
chr16	32475051	32478250	-	0	ENSG00000261233.2	ENST00000562927.2
chr16	65938189	65938453	-	0	ENSG00000261234.1	ENST00000567026.1
chr16	82044371	82139631	-	0.082166953965562	ENSG00000261235.1	ENST00000567021.1
chr16	51149239	51149819	+	0	ENSG00000261238.1	ENST00000570060.1
chr16	46469341	46517951	-	0.00793474594795563	ENSG00000261239.6	ENST00000571006.5
chr16	50880177	50884103	+	0	ENSG00000261241.7	ENST00000655464.1
chr15	77916522	77922019	+	0	ENSG00000261244.1	ENST00000565869.1
chr16	31361278	31361695	-	0	ENSG00000261245.2	ENST00000561830.2
chr15	30135149	30145567	+	0	ENSG00000261247.1	ENST00000569052.1
chr20	7302056	7307432	-	0	ENSG00000261249.1	ENST00000569178.1
chr11	126100505	126102413	-	0	ENSG00000261257.1	ENST00000567082.1
chr16	32951993	33028037	-	0	ENSG00000261259.1	ENST00000567619.1
chr16	32650195	32650763	-	0	ENSG00000261263.2	ENST00000561744.1
chr15	57527187	57529009	-	0.0042744054397632	ENSG00000261265.1	ENST00000566990.1
chr4	139618136	139623232	-	0	ENSG00000261268.1	ENST00000561977.1
chr5	72439903	72442387	-	0.00313571071094097	ENSG00000261269.1	ENST00000564956.1
chr6	31010474	31035402	+	0.0268816533368845	ENSG00000261272.1	ENST00000561890.1
chr16	88234785	88302511	+	0.0169128921132367	ENSG00000261273.1	ENST00000563190.1
chr16	35207903	35208236	-	0	ENSG00000261274.1	ENST00000567602.1
chr7	56493124	56497285	+	0	ENSG00000261275.1	ENST00000566570.1
chr11	69004394	69005100	+	0	ENSG00000261276.1	ENST00000562506.1
chr15	32406597	32434637	-	0	ENSG00000261279.5	ENST00000564495.5
chr16	51107571	51108021	+	0	ENSG00000261282.1	ENST00000563903.1
chr16	31863633	31864876	+	0	ENSG00000261284.2	ENST00000569805.2
chr16	82491738	82575490	-	0	ENSG00000261285.7	ENST00000650164.1
chr16	31952160	31952473	+	0	ENSG00000261289.2	ENST00000564017.2
chr1	47002995	47003148	-	0	ENSG00000261290.1	ENST00000569984.1
chr3	97759523	97761532	+	0	ENSG00000261292.2	ENST00000562191.2
chr16	1206560	1207124	-	0	ENSG00000261294.1	ENST00000564700.1
chr15	62274855	62278365	+	0	ENSG00000261296.1	ENST00000568092.1
chr2	234223314	234224514	+	0.00648812749099776	ENSG00000261298.1	ENST00000569111.1
chr16	35425364	35426483	+	0	ENSG00000261299.1	ENST00000565542.1
chr16	56708450	56730010	-	0.0169860086491513	ENSG00000261302.6	ENST00000561663.6
chr15	78727177	78736684	+	0.00163909152643843	ENSG00000261303.6	ENST00000564933.6
chr15	34651135	34671095	-	0	ENSG00000261304.2	ENST00000565706.2
chr18	47501172	47558383	+	0.000408598254737903	ENSG00000261307.1	ENST00000565127.1
chr16	60486819	60523250	-	0	ENSG00000261310.1	ENST00000567862.1
chr16	75838576	75860869	-	0.000349521894531637	ENSG00000261313.2	ENST00000657535.1
chr1	211583015	211583725	-	0	ENSG00000261314.1	ENST00000567907.1
chr19	30907199	30909155	+	0	ENSG00000261316.1	ENST00000567374.1
chr16	8298492	8299772	+	0	ENSG00000261319.1	ENST00000566208.1
chr16	47849314	47887130	-	0	ENSG00000261325.1	ENST00000570024.1
chr16	88177313	88186803	-	0	ENSG00000261327.5	ENST00000661363.1
chr16	77892422	77892915	+	0	ENSG00000261330.1	ENST00000567559.1
chr15	56071421	56071639	+	0.0355810096652434	ENSG00000261333.2	ENST00000565486.2
chr11	29980113	29982392	-	0	ENSG00000261340.1	ENST00000561816.1
chr11	69467598	69469705	+	0	ENSG00000261347.1	ENST00000567742.1
chr16	35491174	35492395	-	0	ENSG00000261350.1	ENST00000566562.1
chr16	46571537	46572136	+	0	ENSG00000261356.2	ENST00000565911.2
chr16	87066705	87069752	+	0.00255650955271926	ENSG00000261363.2	ENST00000566798.2
chr3	109176438	109177365	-	0	ENSG00000261364.1	ENST00000562158.1
chr15	28473322	28473448	-	0	ENSG00000261365.1	ENST00000563970.1
chr16	30107675	30110541	+	0.00271790760958783	ENSG00000261367.1	ENST00000566190.1
chr10	50964270	50965220	+	0.0081937340869488	ENSG00000261368.1	ENST00000561565.1
chr17	64319415	64390860	-	0.00218129527662523	ENSG00000261371.6	ENST00000563924.6
chr15	32489267	32491586	-	0	ENSG00000261375.1	ENST00000564116.1
chr16	80179129	80180682	+	0	ENSG00000261376.1	ENST00000566030.1
chr15	28832321	28859007	+	0.0002919864022441	ENSG00000261377.5	ENST00000566178.5
chr5	153901459	153903223	+	0	ENSG00000261382.1	ENST00000561496.1
chr15	74303005	74304343	+	0	ENSG00000261384.1	ENST00000562561.1
chr16	79715224	79770570	-	0	ENSG00000261390.6	ENST00000668946.1
chr16	32715931	32716056	+	0	ENSG00000261391.1	ENST00000568401.1
chr16	9441294	9444985	-	0	ENSG00000261397.1	ENST00000568030.1
chr16	35195779	35197544	+	0	ENSG00000261398.1	ENST00000564059.1
chr19	31588040	31595720	-	0	ENSG00000261400.1	ENST00000562167.1
chr15	28332237	28336609	+	0	ENSG00000261401.1	ENST00000566500.1
chr9	19926094	19929937	+	0.00202711787634972	ENSG00000261402.1	ENST00000568063.1
chr15	77954075	77963654	-	0.00406693168929452	ENSG00000261403.1	ENST00000569892.1
chr16	33562649	33564346	-	0	ENSG00000261405.2	ENST00000568520.1
chr20	11685144	11687323	-	0	ENSG00000261411.1	ENST00000569833.1
chr16	30184062	30184957	-	0.108708720935942	ENSG00000261416.1	ENST00000567153.1
chr15	23430839	23435212	+	0	ENSG00000261418.1	ENST00000569537.1
chr16	49159508	49162023	+	0	ENSG00000261421.1	ENST00000565146.1
chr15	27362310	27366398	+	0	ENSG00000261426.1	ENST00000567953.1
chr16	1467673	1472684	-	0.414332054588474	ENSG00000261430.1	ENST00000563223.1
chr9	119935053	119937832	+	0	ENSG00000261432.1	ENST00000561476.1
chr17	10658542	10659082	-	0.115227225385409	ENSG00000261433.1	ENST00000569543.1
chr5	195778	196341	+	0.0138160303487381	ENSG00000261434.1	ENST00000563761.1
chrX	39837536	39848358	-	0.0014399410730275	ENSG00000261435.1	ENST00000562814.1
chr16	60359867	60499364	+	5.5859160107588e-05	ENSG00000261436.6	ENST00000668278.1
chr8	94637285	94639467	-	0.155273700676107	ENSG00000261437.1	ENST00000562760.1
chr16	56192614	56194518	-	0	ENSG00000261439.1	ENST00000567381.1
chr16	34135736	34136792	-	0	ENSG00000261440.1	ENST00000566406.1
chr16	30214409	30214699	+	0	ENSG00000261444.1	ENST00000568264.1
chr16	35493754	35496457	-	0	ENSG00000261445.1	ENST00000567902.1
chr13	90060247	90119719	-	0	ENSG00000261446.4	ENST00000569476.2
chr9	69672749	69673713	+	0	ENSG00000261447.1	ENST00000567129.1
chr16	17134504	17138736	+	0	ENSG00000261448.1	ENST00000567344.1
chr8	42151772	42152763	-	0	ENSG00000261449.1	ENST00000564481.1
chr8	10433672	10438312	+	0.31145458460368	ENSG00000261451.1	ENST00000562242.1
chr1	208606564	208614295	-	0	ENSG00000261453.2	ENST00000568112.2
chr7	152463786	152465549	+	0.187738235521119	ENSG00000261455.1	ENST00000564834.1
chr10	46892	74163	-	0.0102860325682304	ENSG00000261456.6	ENST00000564130.2
chr16	74842587	74843883	+	0.0480631680289179	ENSG00000261458.1	ENST00000565194.1
chr7	87109539	87111282	+	0.0290421830610516	ENSG00000261462.1	ENST00000561473.1
chr16	33548297	33554408	-	0	ENSG00000261466.2	ENST00000568893.1
chr7	73985992	73988767	+	0	ENSG00000261467.2	ENST00000567919.1
chr16	52078622	52080489	+	0	ENSG00000261470.1	ENST00000568711.1
chr16	79505603	79516293	+	0	ENSG00000261472.1	ENST00000569938.1
chr16	31548206	31553604	-	0	ENSG00000261475.3	ENST00000655928.1
chr15	28719377	28738431	-	0.00572507875274922	ENSG00000261480.1	ENST00000568033.1
chr16	8869251	8870032	+	0.0348757594736689	ENSG00000261481.1	ENST00000570290.1
chr16	27066928	27067858	-	0	ENSG00000261482.1	ENST00000565783.1
chr16	35344091	35344559	-	0	ENSG00000261486.1	ENST00000565168.1
chr15	57477484	57478329	-	0	ENSG00000261489.1	ENST00000563031.1
chr15	32384937	32387484	+	0	ENSG00000261491.1	ENST00000564149.1
chr15	28362796	28365731	-	0	ENSG00000261497.1	ENST00000565703.1
chr13	24331450	24337121	+	0	ENSG00000261498.1	ENST00000561557.1
chr17	36274191	36320547	+	0.0359716892588239	ENSG00000261499.2	ENST00000569955.2
chr16	63057218	63059908	-	0	ENSG00000261502.4	ENST00000568741.1
chr1	182615254	182616629	+	0	ENSG00000261504.1	ENST00000566297.1
chr16	33206431	33330342	-	0	ENSG00000261507.1	ENST00000569199.1
chr16	33360274	33363478	+	0	ENSG00000261509.6	ENST00000341305.6
chr7	99820018	99820086	+	0	ENSG00000261511.1	ENST00000562436.1
chr16	46622861	46624451	-	0.0832609044523578	ENSG00000261512.2	ENST00000574180.1
chr17	43938363	43938959	+	0.0326308254467685	ENSG00000261514.1	ENST00000565120.1
chr16	35836886	35837732	+	0	ENSG00000261515.1	ENST00000564064.1
chr13	53815419	53876119	+	0	ENSG00000261517.2	ENST00000569422.1
chr2	94575976	94587183	-	0.00417143528730638	ENSG00000261522.5	ENST00000562821.5
chr16	14695567	14707055	-	0	ENSG00000261523.1	ENST00000568317.1
chr15	28402868	28405033	+	0	ENSG00000261524.1	ENST00000561950.1
chr9	121815674	121819452	-	0.0412396989504541	ENSG00000261534.1	ENST00000567068.1
chr16	33140850	33143797	+	0	ENSG00000261536.2	ENST00000561925.2
chr16	78994345	79004730	+	0.0247587094984319	ENSG00000261537.1	ENST00000561938.1
chr16	78014683	78059454	-	0.000870213651019422	ENSG00000261540.1	ENST00000563114.1
chr16	32454612	32458758	-	0	ENSG00000261541.1	ENST00000565549.1
chr15	74152800	74179226	-	0.00147429543964285	ENSG00000261543.1	ENST00000561647.1
chr15	20893383	20893980	-	0	ENSG00000261554.1	ENST00000564941.1
chr16	17825252	17826906	+	0	ENSG00000261555.1	ENST00000564852.1
chr16	27133483	27135179	-	0.0114794359409079	ENSG00000261557.1	ENST00000567658.1
chr19	23016090	23031818	-	0	ENSG00000261558.2	ENST00000664557.1
chr15	34494420	34495900	+	0.536670218705069	ENSG00000261559.1	ENST00000568912.1
chr15	28346490	28346647	+	0	ENSG00000261561.1	ENST00000568969.1
chr16	1273751	1276522	-	0	ENSG00000261564.1	ENST00000562876.1
chr16	35022851	35024250	-	0	ENSG00000261566.1	ENST00000567803.1
chr16	32650142	32663956	+	0	ENSG00000261569.5	ENST00000565347.1
chr1	198657553	198667061	-	0	ENSG00000261573.1	ENST00000566394.1
chr17	46267037	46267519	+	0.088731524103076	ENSG00000261575.2	ENST00000570002.2
chr11	76800364	76804555	+	0.419167550527961	ENSG00000261578.1	ENST00000566747.1
chr16	33769421	33769679	+	0	ENSG00000261580.1	ENST00000567922.1
chr15	28575019	28579400	-	0	ENSG00000261581.1	ENST00000562845.1
chr6	26686241	26687964	+	0	ENSG00000261584.1	ENST00000562904.1
chr16	60357214	60357474	+	0	ENSG00000261590.1	ENST00000563482.1
chr1	47000898	47001087	-	0	ENSG00000261593.1	ENST00000567218.1
chr11	75240774	75243704	+	0.0079756817980433	ENSG00000261594.4	ENST00000562197.3
chr16	33095029	33128086	-	0.00094285693226309	ENSG00000261599.6	ENST00000564334.6
chr2	91580336	91580863	+	0	ENSG00000261600.1	ENST00000567067.1
chr3	46719583	46736429	-	0.000462529893553054	ENSG00000261603.3	ENST00000463091.2
chr15	74821074	74831795	+	0.00290701030281228	ENSG00000261606.5	ENST00000564823.1
chr16	33948278	33948548	-	0	ENSG00000261607.1	ENST00000567603.1
chr16	35173316	35174093	+	0	ENSG00000261608.1	ENST00000567977.1
chr21	32259804	32261585	-	0.196773765572937	ENSG00000261610.1	ENST00000565959.1
chr19	23054823	23061265	-	0	ENSG00000261615.7	ENST00000564534.1
chr16	9355588	9408093	+	0.00133566011599045	ENSG00000261617.2	ENST00000564305.1
chr16	35802869	35803280	-	0.0756528263756146	ENSG00000261620.1	ENST00000569492.1
chr16	49466106	49469875	+	0	ENSG00000261623.1	ENST00000561523.1
chr7	141351977	141352768	+	0	ENSG00000261624.1	ENST00000568872.1
chr11	69000765	69002048	-	0.00606872361112797	ENSG00000261625.1	ENST00000562276.1
chr18	6641971	6642478	-	0	ENSG00000261627.1	ENST00000563503.1
chr7	141429711	141431268	-	0	ENSG00000261629.1	ENST00000566521.1
chr16	57622034	57631647	-	0	ENSG00000261633.1	ENST00000563251.1
chr16	25419812	25433686	-	0	ENSG00000261636.2	ENST00000568036.2
chr16	51017618	51035777	+	0	ENSG00000261637.3	ENST00000657135.1
chr16	1445343	1446519	+	0	ENSG00000261641.2	ENST00000566287.1
chr1	191151510	191154634	+	0	ENSG00000261642.1	ENST00000563320.1
chr4	173467833	173470041	-	0	ENSG00000261646.1	ENST00000563631.1
chr16	10111382	10112885	+	0.0103620227615536	ENSG00000261647.1	ENST00000567885.1
chr16	31546698	31547237	-	0	ENSG00000261648.1	ENST00000566641.1
chr15	28841833	28848675	-	0	ENSG00000261649.6	ENST00000567390.6
chr12	130024493	130044956	-	0	ENSG00000261650.1	ENST00000561864.1
chr16	63935778	63936906	+	0	ENSG00000261653.1	ENST00000568699.1
chr1	110936369	110942353	-	0.154933449103744	ENSG00000261654.1	ENST00000562952.1
chr8	141353403	141355365	-	0.246112556920364	ENSG00000261655.1	ENST00000562459.1
chr15	83739784	83740199	+	0.515112093050309	ENSG00000261665.2	ENST00000569261.2
chr13	88626853	88630397	+	0	ENSG00000261666.1	ENST00000564593.1
chr8	143080457	143083001	+	0	ENSG00000261667.1	ENST00000562505.1
chr10	22257786	22258548	+	0.0306379074050654	ENSG00000261671.1	ENST00000566763.1
